"vs" "exempt_group" "country" "ets_sector" "sec4dig" "carb_int" "trade_int" "ets"
"589" 3 "B & CI<5" "UK" "Chemical&Plastic" 2441 1.23144543170929 85.7832489013672 1
"590" 1 "C" "UK" "Wood&Paper" 2112 10.1900835037231 25.6756019592285 1
"591" 1 "not exempt" "UK" "Chemical&Plastic" 2524 0.778628289699554 20.0021190643311 1
"592" 5 "not exempt" "UK" "Wood&Paper" 2121 1.58701241016388 5.22589349746704 1
"593" 1 "not exempt" "UK" "Cement" 2661 2.34151029586792 1.6269896030426 0
"594" 3 "A" "UK" "Cement" 2651 45.2604904174805 6.84869146347046 1
"595" 1 "B & CI<5" "UK" "Wood&Paper" 2010 1.63933002948761 30.6914691925049 1
"596" 1 "not exempt" "UK" "FabricatedMetals" 2852 2.47588109970093 NA 0
"597" 2 "not exempt" "UK" "FabricatedMetals" 2852 2.51763081550598 NA 0
"598" 1 "B & CI<5" "UK" "Machinery&Optics" 2971 2.48904204368591 40.8544845581055 1
"599" 4 "not exempt" "UK" "Chemical&Plastic" 2513 0.603385210037231 26.7859745025635 0
"600" 1 "B & CI<5" "UK" "Textile/Leather" 1717 2.564528465271 40.4441032409668 0
"601" 5 "B & CI<5" "UK" "Food/Tobacco" 1591 0.34646862745285 53.7602195739746 1
"602" 2 "B & CI<5" "UK" "Food/Tobacco" 1591 0.397435933351517 53.7005004882812 1
"603" 3 "B & CI<5" "UK" "Textile/Leather" 1910 2.56432032585144 47.517162322998 0
"604" 2 "not exempt" "UK" "Food/Tobacco" 1513 0.822092115879059 3.18835377693176 0
"605" 2 "B & CI<5" "UK" "Textile/Leather" 1771 2.49197244644165 39.2729454040527 0
"606" 2 "not exempt" "UK" "Food/Tobacco" 1513 0.816647708415985 3.3333580493927 0
"607" 2 "B & CI<5" "UK" "FabricatedMetals" 2862 0.439458847045898 42.6138076782227 0
"608" 1 "not exempt" "UK" "Cement" 2640 9.77112197875977 2.61645150184631 0
"609" 1 "not exempt" "UK" "Chemical&Plastic" 2416 3.08478379249573 27.1283092498779 0
"610" 1 "C" "UK" "Wood&Paper" 2112 10.1845016479492 25.7741565704346 1
"611" 1 "not exempt" "UK" "Publishing" 2222 0.609936535358429 3.57345223426819 0
"612" 1 NA "UK" "Wholesale" 5143 NA NA 0
"613" 4 "B & CI<5" "UK" "Publishing" 2215 2.56536340713501 36.9581680297852 0
"614" 4 "not exempt" "UK" "FabricatedMetals" 2840 0.818260848522186 NA 0
"615" 1 "not exempt" "Hungary" "Iron&Steel" 2751 17.5021820068359 NA 1
"616" 1 "not exempt" "Hungary" "Food/Tobacco" 1584 0.571512162685394 12.4673910140991 1
"617" 1 "B & CI<5" "Hungary" "Machinery&Optics" 2953 0.221931949257851 43.6122169494629 0
"618" 3 "not exempt" "Hungary" "Glass" 2612 2.54758095741272 13.4891004562378 1
"619" 1 "not exempt" "Hungary" "Chemical&Plastic" 2524 0.793289303779602 20.0083103179932 0
"620" 3 "B & CI<5" "Hungary" "Machinery&Optics" 2911 0.517793416976929 50.7901840209961 1
"621" 3 "not exempt" "Hungary" "Wood&Paper" 2121 1.74855542182922 5.32474327087402 1
"622" 1 "B & CI<5" "Hungary" "Chemical&Plastic" 2442 0.336826145648956 58.7244186401367 1
"623" 1 "not exempt" "Hungary" "Food/Tobacco" 1596 0.674454391002655 7.10382080078125 1
"624" 1 "not exempt" "Hungary" "Chemical&Plastic" 2451 2.48167395591736 23.2080917358398 1
"625" 4 "not exempt" "Hungary" "Cement" 2640 9.72114753723145 2.75108075141907 1
"626" 1 "not exempt" "Hungary" "Cement" 2640 9.89465618133545 2.82129669189453 1
"627" 3 NA "Hungary" "OtherBusinessServices" 7412 NA NA 1
"628" 1 "not exempt" "Hungary" "FabricatedMetals" 2830 1.01623892784119 12.4974727630615 0
"629" 1 "B & CI<5" "Hungary" "Ceramics" 2623 2.3893404006958 34.4530754089355 0
"630" 1 "not exempt" "Hungary" "FabricatedMetals" 2822 2.46685934066772 15.3353586196899 0
"631" 1 "B & CI<5" "Hungary" "Machinery&Optics" 2931 2.49177479743958 31.0862293243408 0
"632" 1 "not exempt" "Hungary" "Cement" 2640 9.91580677032471 2.72864770889282 1
"633" 1 "B & CI<5" "Hungary" "Machinery&Optics" 2931 2.47326898574829 30.975793838501 0
"634" 4 "not exempt" "Hungary" "Chemical&Plastic" 2522 2.06470966339111 14.0675611495972 0
"635" 1 "not exempt" "Hungary" "FabricatedMetals" 2822 2.39676833152771 15.3792333602905 0
"636" 1 "B & CI>5" "Hungary" "Chemical&Plastic" 2413 11.9865217208862 31.756311416626 1
"637" 1 "B & CI>5" "Hungary" "Iron&Steel" 2710 10.7165956497192 32.2428512573242 1
"638" 1 "not exempt" "Hungary" "Cement" 2640 9.54345798492432 2.76667857170105 1
"639" 1 "not exempt" "Hungary" "Furniture/nec" 3614 0.632032752037048 28.5400695800781 0
"640" 1 "not exempt" "Hungary" "Cement" 2640 9.7888822555542 2.60518431663513 1
"641" 1 "not exempt" "Hungary" "Food/Tobacco" 1513 0.613370776176453 3.44977951049805 1
"642" 3 "B & CI>5" "Hungary" "Iron&Steel" 2710 10.6567411422729 32.3957328796387 1
"643" 1 "B & CI>5" "Hungary" "OtherBasicMetals" 2742 13.812858581543 35.9486770629883 1
"644" 1 "not exempt" "Hungary" "Wood&Paper" 2121 1.76094973087311 5.14678859710693 0
"645" 1 "B & CI<5" "Hungary" "Machinery&Optics" 3130 1.00683486461639 32.6929931640625 0
"646" 1 "not exempt" "Hungary" "Chemical&Plastic" 2524 0.819289743900299 19.9717407226562 0
"647" 1 "B & CI<5" "Hungary" "Wood&Paper" 2111 2.50968647003174 45.9635238647461 1
"648" 1 "not exempt" "Hungary" "Machinery&Optics" 3161 2.43218445777893 21.2180976867676 1
"649" 1 "B & CI<5" "Hungary" "FabricatedMetals" 2875 2.49152803421021 37.1540565490723 0
"650" 1 "not exempt" "Hungary" "FabricatedMetals" 2840 0.667996048927307 NA 1
"651" 1 "not exempt" "Hungary" "Food/Tobacco" 1596 0.581460118293762 7.24926996231079 0
"652" 1 "B & CI<5" "Hungary" "Machinery&Optics" 2911 0.58245724439621 50.924991607666 0
"653" 1 "not exempt" "Hungary" "Cement" 2640 9.83556079864502 2.81799530982971 1
"654" NA "not exempt" "Hungary" "FabricatedMetals" 2852 2.47638773918152 NA 0
"655" 2 "not exempt" "Hungary" "Cement" 2640 9.72317886352539 2.68549084663391 1
"656" 1 "not exempt" "Hungary" "Cement" 2640 9.78716373443604 2.76910519599915 1
"657" 1 "not exempt" "Hungary" "Furniture/nec" 3612 2.50208568572998 10.6363401412964 0
"658" 4 "not exempt" "Hungary" "Cement" 2653 17.5379104614258 6.64877986907959 1
"659" 1 "not exempt" "Hungary" "Wood&Paper" 2121 1.61949646472931 5.48510122299194 1
"660" 1 "not exempt" "Hungary" "Food/Tobacco" 1571 1.42972350120544 2.72266960144043 0
"661" 2 "not exempt" "Hungary" "Wood&Paper" 2030 2.61021280288696 9.14342498779297 0
"662" 2 "A" "Hungary" "Cement" 2651 45.5213088989258 6.86381053924561 1
"663" 1 "not exempt" "Hungary" "Cement" 2640 9.61534309387207 2.50548028945923 1
"664" 2 "not exempt" "Hungary" "Furniture/nec" 3611 2.50009512901306 20.5059795379639 0
"665" 1 "not exempt" "Hungary" "Furniture/nec" 3614 0.421581536531448 28.3721523284912 0
"666" 1 "not exempt" "Hungary" "FabricatedMetals" 2821 2.56098484992981 14.5971994400024 0
"667" 3 "not exempt" "Hungary" "Food/Tobacco" 1532 1.1129766702652 19.0915431976318 1
"668" 2 "not exempt" "Hungary" "FabricatedMetals" 2811 2.48271012306213 8.37083435058594 0
"669" 1 "B & CI<5" "Hungary" "Chemical&Plastic" 2442 0.236311614513397 58.401439666748 1
"670" 1 "not exempt" "Hungary" "FabricatedMetals" 2811 2.47512006759644 8.31343555450439 0
"671" 1 "B & CI<5" "Hungary" "Machinery&Optics" 3162 0.395600497722626 44.8785057067871 0
"672" 1 "B & CI<5" "Hungary" "Vehicles" 3550 2.57299256324768 36.7918968200684 1
"673" 1 "not exempt" "Hungary" "Wood&Paper" 2020 3.73117136955261 23.7100200653076 1
"674" 1 "B & CI<5" "Hungary" "Machinery&Optics" 2956 0.140568539500237 48.6277656555176 0
"675" 1 "B & CI<5" "Hungary" "TVCommunication" 3210 0.840782880783081 81.3401489257812 0
"676" 1 "not exempt" "Hungary" "Cement" 2661 2.5418062210083 1.47508454322815 0
"677" 1 "not exempt" "Hungary" "Wood&Paper" 2121 1.66099274158478 5.11397075653076 0
"678" 4 "not exempt" "Hungary" "Cement" 2640 9.72583293914795 2.7234902381897 1
"679" 1 "not exempt" "Hungary" "Chemical&Plastic" 2524 0.750073671340942 20.0768985748291 0
"680" 1 "not exempt" "Hungary" "Cement" 2640 9.68960666656494 2.742427110672 1
"681" 3 "not exempt" "Hungary" "Chemical&Plastic" 2521 1.23563086986542 20.320161819458 0
"682" 1 "not exempt" "Hungary" "Cement" 2640 9.74502658843994 2.65566229820251 1
"683" 4 "C" "Hungary" "Ceramics" 2630 17.5055522918701 28.6776599884033 1
"684" 1 "not exempt" "Poland" "Vehicles" 3430 0.47496497631073 24.7196350097656 1
"685" 3 "not exempt" "Poland" "Vehicles" 3430 0.481975883245468 24.6990718841553 1
"686" 1 "B & CI<5" "Poland" "Chemical&Plastic" 2442 0.313247621059418 58.6419105529785 1
"687" 1 "not exempt" "Poland" "Food/Tobacco" 1561 1.29085373878479 8.02662181854248 1
"688" 1 "B & CI<5" "Poland" "Chemical&Plastic" 2442 0.173353984951973 58.5926856994629 0
"689" 1 "A" "Poland" "Cement" 2652 65.1857223510742 2.50077795982361 1
"690" 2 "not exempt" "Poland" "Food/Tobacco" 1551 1.39873921871185 7.48247861862183 1
"691" 3 "B & CI<5" "Poland" "Glass" 2615 2.27254486083984 49.2126541137695 1
"692" 3 "C" "Poland" "Glass" 2613 7.17676734924316 24.2559566497803 1
"693" 4 "C" "Poland" "Wood&Paper" 2112 10.2568969726562 25.6320056915283 1
"694" 1 "C" "Poland" "Wood&Paper" 2112 10.1291389465332 25.6162910461426 1
"695" 1 "B & CI<5" "Poland" "Vehicles" 3511 2.56713914871216 69.5415344238281 0
"696" 1 "not exempt" "Poland" "Cement" 2640 9.74348258972168 2.70685720443726 0
"697" 3 "not exempt" "Poland" "Food/Tobacco" 1531 1.23248600959778 5.96048545837402 1
"698" 1 "not exempt" "Poland" "Food/Tobacco" 1551 1.42567670345306 7.8096923828125 1
"699" 1 "not exempt" "Poland" "Chemical&Plastic" 2416 2.80367493629456 27.2933540344238 0
"700" 1 "A" "Poland" "Cement" 2651 45.5734596252441 6.87745332717896 1
"701" 1 "not exempt" "Poland" "Food/Tobacco" 1572 0.802390098571777 9.83888721466064 1
"702" 1 "not exempt" "Poland" "OtherMinerals" 2682 1.70352101325989 17.982292175293 1
"703" 1 "B & CI<5" "Poland" "FabricatedMetals" 2875 2.60321307182312 37.0654678344727 0
"704" 1 "not exempt" "Poland" "Machinery&Optics" 3161 2.54841470718384 21.2012958526611 0
"705" 3 "B & CI>5" "Poland" "Iron&Steel" 2710 10.6398668289185 32.3008117675781 1
"706" 1 "not exempt" "Poland" "Chemical&Plastic" 2451 2.33376145362854 23.2312183380127 0
"707" 1 "not exempt" "Poland" "Food/Tobacco" 1551 1.27270174026489 7.4985179901123 1
"708" 3 "not exempt" "Poland" "Cement" 2640 9.68470287322998 2.78227591514587 1
"709" NA "not exempt" "Poland" "Chemical&Plastic" 2430 2.39782643318176 20.9684562683105 0
"710" 1 "not exempt" "Poland" "Chemical&Plastic" 2521 1.45703637599945 20.2222881317139 0
"711" 1 "B & CI<5" "Poland" "Machinery&Optics" 3120 2.65846729278564 39.2469444274902 1
"712" NA "not exempt" "Poland" "Food/Tobacco" 1561 1.32682311534882 7.90286111831665 0
"713" 1 "B & CI<5" "Poland" "Ceramics" 2622 1.44947993755341 30.1234149932861 0
"714" 4 "B & CI<5" "Poland" "Food/Tobacco" 1541 2.72238731384277 49.505989074707 1
"715" 5 "B & CI>5" "Poland" "Chemical&Plastic" 2413 11.942850112915 31.8924579620361 1
"716" 1 "not exempt" "Poland" "Cement" 2661 2.50962662696838 1.33286678791046 0
"717" 3 "C" "Poland" "Wood&Paper" 2112 10.3203477859497 25.5323333740234 1
"718" 5 "B & CI<5" "Poland" "Textile/Leather" 1740 0.485921114683151 46.7666549682617 1
"719" 1 "not exempt" "Poland" "Food/Tobacco" 1596 0.634768664836884 7.09185075759888 1
"720" 5 "B & CI>5" "Poland" "Iron&Steel" 2710 10.631365776062 32.268985748291 1
"721" 1 "C" "Poland" "Wood&Paper" 2112 10.1520080566406 25.7500629425049 1
"722" 4 "not exempt" "Poland" "Cement" 2640 9.77787113189697 2.66584491729736 1
"723" 4 "B & CI>5" "Poland" "Iron&Steel" 2710 10.6228532791138 32.3895645141602 1
"724" 1 "not exempt" "Poland" "Wood&Paper" 2121 1.59693932533264 5.16346597671509 1
"725" 1 "not exempt" "Poland" "FabricatedMetals" 2811 2.34435534477234 8.43060493469238 0
"726" NA "B & CI<5" "Poland" "Ceramics" 2626 2.86614227294922 37.3195610046387 1
"727" 1 "not exempt" "Poland" "Cement" 2640 9.81178188323975 2.76197600364685 1
"728" 1 "not exempt" "Poland" "Wood&Paper" 2040 2.63801002502441 7.46620512008667 1
"729" 1 "C" "Poland" "Fuels" 2320 11.758152961731 16.2816352844238 1
"730" 3 "C" "Poland" "Fuels" 2320 11.8306407928467 16.17214012146 1
"731" 4 "C" "Poland" "Glass" 2613 7.42436552047729 24.3743515014648 1
"732" 5 "B & CI<5" "Poland" "Glass" 2615 2.44523668289185 49.1147842407227 1
"733" 1 "not exempt" "Poland" "Food/Tobacco" 1561 1.34893119335175 7.78770923614502 0
"734" 1 "B & CI<5" "Poland" "FabricatedMetals" 2862 0.576118588447571 42.5803985595703 0
"735" 1 "not exempt" "Poland" "Food/Tobacco" 1532 1.08927881717682 18.8736991882324 0
"736" 1 "B & CI<5" "Poland" "Vehicles" 3550 2.44092750549316 36.5295295715332 1
"737" 4 "B & CI>5" "Poland" "Chemical&Plastic" 2414 5.46216773986816 46.0952758789062 1
"738" 4 "A" "Poland" "Cement" 2651 45.5356330871582 6.78719615936279 1
"739" 5 "A" "Poland" "Fuels" 2310 41.4769668579102 53.3573570251465 1
"740" 1 "C" "Poland" "Glass" 2613 7.31537342071533 24.4206981658936 1
"741" 5 "not exempt" "Poland" "Wood&Paper" 2020 3.70473694801331 23.7856769561768 1
"742" 1 "B & CI<5" "Poland" "Textile/Leather" 1721 1.3371319770813 58.1920471191406 1
"743" 3 "not exempt" "Poland" "Iron&Steel" 2751 17.5784759521484 NA 1
"744" 3 "C" "Poland" "Food/Tobacco" 1583 5.38084554672241 19.5331974029541 1
"745" 3 "not exempt" "Poland" "Food/Tobacco" 1543 0.764575958251953 7.86049175262451 1
"746" 2 "not exempt" "Poland" "Wood&Paper" 2020 3.80138301849365 23.7585506439209 1
"747" 1 NA "Poland" "FabricatedMetals" 2810 NA NA 0
"748" 1 "not exempt" "Poland" "Iron&Steel" 2751 17.6526184082031 NA 1
"749" 3 "not exempt" "Poland" "Wood&Paper" 2020 3.73989295959473 23.8321132659912 1
"750" NA "not exempt" "Poland" "Chemical&Plastic" 2524 0.738892316818237 19.9378070831299 0
"751" 1 "not exempt" "Poland" "Food/Tobacco" 1600 0.352661520242691 12.1188440322876 1
"752" 1 "A" "Poland" "Cement" 2651 45.6246032714844 6.83288383483887 1
"753" 1 "not exempt" "Poland" "Chemical&Plastic" 2416 2.97407078742981 27.0559978485107 0
"754" 1 "B & CI<5" "Poland" "Machinery&Optics" 2941 2.59247851371765 73.4098892211914 0
"755" 1 "B & CI<5" "Poland" "Vehicles" 3511 2.53311800956726 69.3931732177734 1
"756" 1 "B & CI<5" "Poland" "Machinery&Optics" 2912 2.509610414505 47.401496887207 0
"757" 1 "C" "Poland" "Food/Tobacco" 1583 5.44857263565063 19.6155185699463 1
"758" 4 "not exempt" "Poland" "Vehicles" 3520 0.34678053855896 16.5159473419189 1
"759" 1 "B & CI<5" "Poland" "Ceramics" 2626 2.77300834655762 37.0593757629395 1
"760" 1 "not exempt" "Poland" "Chemical&Plastic" 2416 2.9025993347168 27.0322685241699 1
"761" 3 "not exempt" "Poland" "Cement" 2640 9.98616504669189 2.60988974571228 1
